Country,Item,Year,Value
Togo,Starchy Roots,1973,277.7
Denmark,Milk - Excluding Butter,2013,277.3
Ivory Coast,Starchy Roots,1993,277.24
Gabon,Starchy Roots,1973,276.9
Rwanda,Starchy Roots,1978,276.66
Rwanda,Fruits - Excluding Wine,2003,276.66
Democratic Republic of the Congo,Starchy Roots,1998,276.59
France,Milk - Excluding Butter,1983,276.49
Romania,Milk - Excluding Butter,2008,276.2
Montserrat,Consumer food price indice,2012,276.02
Luxembourg,Milk - Excluding Butter,2003,275.85
France,Milk - Excluding Butter,1988,275.78
Italy,Milk - Excluding Butter,1998,275.47
Austria,Milk - Excluding Butter,1998,275.41
Democratic Republic of the Congo,Starchy Roots,2003,274.97
Sweden,Consumer food price indice,2011,274.97
Gabon,Starchy Roots,1968,274.73
Malawi,Consumer food price indice,2009,274.5
Rwanda,Starchy Roots,1983,274.21
Democratic Republic of the Congo,Starchy Roots,2008,274.13
Belize,Fruits - Excluding Wine,1993,273.69
Rwanda,Fruits - Excluding Wine,2008,273.61
France,Milk - Excluding Butter,1993,272.91
Benin,Starchy Roots,2013,272.58
Liberia,Consumer food price indice,2015,272.58
Sweden,Consumer food price indice,2010,272.48
France,Milk - Excluding Butter,2003,272.44
China,Vegetables,2003,272.37
Mozambique,Starchy Roots,1968,272.26
Iran,Consumer food price indice,2017,272.2
Togo,Starchy Roots,1978,271.76
Austria,Milk - Excluding Butter,1993,271.47
Afghanistan,Cereals - Excluding Beer,1973,271.34
Ghana,Starchy Roots,1988,271.01
Benin,Starchy Roots,2003,270.64
United Arab Emirates,Vegetables,1988,270.53
Jamaica,Consumer food price indice,2015,269.6374717531
Italy,Milk - Excluding Butter,1983,269.42
Afghanistan,Cereals - Excluding Beer,1963,269.18
Sweden,Consumer food price indice,2009,268.74
Vanuatu,Starchy Roots,1983,268.54
Haiti,Consumer food price indice,2016,268.4
Greece,Vegetables,1998,268.34
Italy,Milk - Excluding Butter,2008,268.07
Greece,Milk - Excluding Butter,1998,267.86
Benin,Starchy Roots,1998,267.82
Poland,Milk - Excluding Butter,1973,267.52
Angola,Starchy Roots,2013,267.46
Central African Republic,Starchy Roots,1993,266.89
Ireland,Milk - Excluding Butter,1983,266.72
Gabon,Starchy Roots,1963,266.71
Norway,Milk - Excluding Butter,2003,266.54
Greece,Vegetables,1978,266.42
Mozambique,Starchy Roots,2013,265.82
Kazakhstan,Milk - Excluding Butter,2008,265.81
Democratic Republic of the Congo,Starchy Roots,2013,265.68
Norway,Milk - Excluding Butter,1973,265.54
Ireland,Milk - Excluding Butter,1993,264.95
Iceland,Milk - Excluding Butter,1988,264.8
Sweden,Milk - Excluding Butter,1963,264.33
Norway,Milk - Excluding Butter,1993,263.31
Greece,Vegetables,1988,263.3
Angola,Starchy Roots,1973,262.98
United Republic of Tanzania,Starchy Roots,1973,262.93
Estonia,Milk - Excluding Butter,2003,262.67
Greece,Vegetables,1993,262.1
Italy,Milk - Excluding Butter,2003,262.09
Vanuatu,Starchy Roots,1973,262.01
Italy,Milk - Excluding Butter,1988,261.99
France,Milk - Excluding Butter,1998,261.55
Mozambique,Starchy Roots,1978,261.53
Norway,Milk - Excluding Butter,2013,261.34
Denmark,Milk - Excluding Butter,2008,261.25
Dominican Republic,Fruits - Excluding Wine,2013,261.09
United States of America,Milk - Excluding Butter,2003,260.93
United Republic of Tanzania,Starchy Roots,1963,260.56
Poland,Milk - Excluding Butter,1988,260.39
Ecuador,Fruits - Excluding Wine,1968,260.34
Norway,Milk - Excluding Butter,1988,260.09
Estonia,Milk - Excluding Butter,2008,260.02
Honduras,Consumer food price indice,2016,259.7
Slovenia,Milk - Excluding Butter,2008,259.55
Morocco,Cereals - Excluding Beer,1998,259.18
New Zealand,Milk - Excluding Butter,1988,258.96
Germany,Milk - Excluding Butter,2013,258.7
Fiji,Starchy Roots,1963,258.59
Honduras,Consumer food price indice,2017,258.5
Norway,Milk - Excluding Butter,2008,258.35
Morocco,Cereals - Excluding Beer,2003,258.23
Austria,Milk - Excluding Butter,2013,258.09
United States of America,Milk - Excluding Butter,1963,258.07
Benin,Starchy Roots,1968,257.82
Morocco,Cereals - Excluding Beer,2013,257.6
Norway,Milk - Excluding Butter,1998,257.27
Afghanistan,Cereals - Excluding Beer,1978,257.26
Morocco,Cereals - Excluding Beer,2008,257.1
Poland,Milk - Excluding Butter,1983,256.67
United Republic of Tanzania,Starchy Roots,1988,256.21
Ghana,Consumer food price indice,2009,256.2
Montserrat,Consumer food price indice,2011,255.9
France,Milk - Excluding Butter,1978,255.88
Central African Republic,Starchy Roots,1988,255.61
United States of America,Milk - Excluding Butter,1993,255.51
Luxembourg,Milk - Excluding Butter,2013,255.3
Greece,Milk - Excluding Butter,2013,255.26
Bulgaria,Cereals - Excluding Beer,1963,255.01
Sweden,Consumer food price indice,2008,254.85
Austria,Milk - Excluding Butter,1983,254.72
United States of America,Milk - Excluding Butter,2013,254.69
Turkey,Consumer food price indice,2014,254.32
United Republic of Tanzania,Starchy Roots,1993,254.26
Belgium,Milk - Excluding Butter,2008,254.23
Madagascar,Consumer food price indice,2010,254.19376
United States of America,Milk - Excluding Butter,1988,254.19
Ecuador,Fruits - Excluding Wine,1963,253.95
Honduras,Consumer food price indice,2015,253.8
Benin,Starchy Roots,1993,253.65
Uganda,Consumer food price indice,2014,253.63
Benin,Starchy Roots,1978,253.45
Malawi,Consumer food price indice,2008,253.4
United States of America,Milk - Excluding Butter,2008,253.39
Iran,Vegetables,2013,253.37
Mozambique,Starchy Roots,1983,253.25
Germany,Milk - Excluding Butter,2008,252.94
Australia,Milk - Excluding Butter,1968,252.15
Egypt,Cereals - Excluding Beer,2013,252.09
Uganda,Alcoholic Beverages,1973,251.89
Bangladesh,Consumer food price indice,2017,251.86
United States of America,Milk - Excluding Butter,1998,251.81
Azerbaijan,Cereals - Excluding Beer,2008,251.39
Nigeria,Starchy Roots,2013,251.36
Tunisia,Vegetables,2013,251.28
Egypt,Cereals - Excluding Beer,1998,251.12
Iceland,Milk - Excluding Butter,2003,250.96
Central African Republic,Starchy Roots,2008,250.91
Bosnia and Herzegovina,Cereals - Excluding Beer,1963,250.87
Croatia,Cereals - Excluding Beer,1963,250.87
Montenegro,Cereals - Excluding Beer,1963,250.87
Serbia,Cereals - Excluding Beer,1963,250.87
Slovenia,Cereals - Excluding Beer,1963,250.87
Germany,Milk - Excluding Butter,2003,250.68
Morocco,Cereals - Excluding Beer,1988,250.62
France,Milk - Excluding Butter,1968,249.82
Turkey,Vegetables,2003,249.67
Belize,Fruits - Excluding Wine,2003,249.43
Egypt,Cereals - Excluding Beer,2008,249.25
New Zealand,Milk - Excluding Butter,1973,249.25
Turkey,Cereals - Excluding Beer,1988,249.04
Mozambique,Starchy Roots,1998,248.87
Norway,Milk - Excluding Butter,1963,248.84
Greece,Vegetables,1983,248.48
United States of America,Milk - Excluding Butter,1983,248.03
Iran,Consumer food price indice,2016,248
Australia,Milk - Excluding Butter,1973,247.94
Montserrat,Consumer food price indice,2010,247.33
Israel,Fruits - Excluding Wine,1973,247.27
Italy,Milk - Excluding Butter,2013,246.88
Turkey,Cereals - Excluding Beer,1983,246.67
Norway,Milk - Excluding Butter,1968,246.64
Latvia,Milk - Excluding Butter,1993,246.53
United States of America,Milk - Excluding Butter,1973,246.53
Angola,Starchy Roots,2008,246.52
Jamaica,Consumer food price indice,2014,246.3
United Republic of Tanzania,Starchy Roots,1978,245.76
United States of America,Milk - Excluding Butter,1968,245.64
Greece,Milk - Excluding Butter,1993,245.46
Uganda,Consumer food price indice,2015,245.38
United Kingdom,Milk - Excluding Butter,2008,245.11
Albania,Vegetables,2013,245.09
Israel,Vegetables,1998,245.04
Iceland,Milk - Excluding Butter,2008,245
Iceland,Milk - Excluding Butter,1998,244.81
Austria,Milk - Excluding Butter,2003,244.73
Turkey,Cereals - Excluding Beer,1993,244.67
Turkey,Vegetables,1998,244.39
Egypt,Cereals - Excluding Beer,1993,244.3
Poland,Milk - Excluding Butter,1968,244.3
Austria,Milk - Excluding Butter,1988,244.25
Benin,Starchy Roots,1988,244.25
Iceland,Milk - Excluding Butter,1993,244.23
Turkey,Vegetables,2008,244.21
Montenegro,Vegetables,2008,243.95
Liberia,Consumer food price indice,2014,243.88
Bulgaria,Cereals - Excluding Beer,1968,243.51
Egypt,Cereals - Excluding Beer,2003,243.41
Montserrat,Consumer food price indice,2009,243.4
Canada,Milk - Excluding Butter,1963,243.36
Benin,Starchy Roots,2008,243.27
Benin,Starchy Roots,1973,243.25
Trinidad and Tobago,Consumer food price indice,2008,242.7
Kazakhstan,Milk - Excluding Butter,2003,242.61
Angola,Starchy Roots,1963,242.4
Iraq,Cereals - Excluding Beer,1988,242.4
Greece,Vegetables,1973,242.28
Sweden,Consumer food price indice,2007,242
Italy,Milk - Excluding Butter,1993,241.97
Denmark,Milk - Excluding Butter,1988,241.88
Bosnia and Herzegovina,Cereals - Excluding Beer,1968,241.82
Croatia,Cereals - Excluding Beer,1968,241.82
Montenegro,Cereals - Excluding Beer,1968,241.82
Serbia,Cereals - Excluding Beer,1968,241.82
Slovenia,Cereals - Excluding Beer,1968,241.82
United Kingdom,Milk - Excluding Butter,2003,241.66
Nigeria,Starchy Roots,1998,241.64
Canada,Milk - Excluding Butter,1968,241.62
Honduras,Consumer food price indice,2014,241.5
France,Milk - Excluding Butter,2013,241.31
Turkey,Vegetables,2013,241.25
Germany,Milk - Excluding Butter,1988,241.13
Iran,Consumer food price indice,2015,240.9
Australia,Milk - Excluding Butter,1963,240.84
Sweden,Consumer food price indice,2002,240.84
Sweden,Consumer food price indice,2004,240.44
Austria,Milk - Excluding Butter,1978,240.38
Luxembourg,Fruits - Excluding Wine,2003,240.01
France,Milk - Excluding Butter,2008,239.75
United States of America,Milk - Excluding Butter,1978,239.72
Belarus,Milk - Excluding Butter,1998,239.37
Vanuatu,Starchy Roots,1978,239.34
Lebanon,Fruits - Excluding Wine,1993,239.33
Vanuatu,Starchy Roots,1988,239.23
Liberia,Starchy Roots,1963,239.21
Romania,Cereals - Excluding Beer,1963,239.13
Montenegro,Vegetables,2013,238.97
Azerbaijan,Cereals - Excluding Beer,2013,238.88
Sweden,Consumer food price indice,2003,238.46
Sweden,Consumer food price indice,2005,238.34
Romania,Milk - Excluding Butter,2013,238.33
Luxembourg,Milk - Excluding Butter,2008,238.16
South Korea,Cereals - Excluding Beer,1973,238.11
Australia,Milk - Excluding Butter,1993,238.03
Malawi,Consumer food price indice,2007,237.4
Malawi,Consumer food price indice,2016,237.3
France,Milk - Excluding Butter,1973,237.13
Sweden,Consumer food price indice,2006,236.96
New Zealand,Milk - Excluding Butter,1983,236.93
Dominican Republic,Fruits - Excluding Wine,1963,236.8
Lesotho,Cereals - Excluding Beer,2008,236.61
Mozambique,Starchy Roots,1988,236.61
Nigeria,Starchy Roots,1993,236.57
Bangladesh,Consumer food price indice,2016,236.42
Mozambique,Starchy Roots,2008,236.28
Belgium,Milk - Excluding Butter,2013,236.19
Central African Republic,Starchy Roots,2003,236.15
Belgium,Milk - Excluding Butter,2003,236.11
Madagascar,Consumer food price indice,2009,236.0407072014
Canada,Milk - Excluding Butter,1973,236.04
Bulgaria,Cereals - Excluding Beer,1973,235.78
Albania,Cereals - Excluding Beer,1983,235.6
Turkey,Cereals - Excluding Beer,2003,235.53
Slovenia,Milk - Excluding Butter,2013,235.01
United Kingdom,Milk - Excluding Butter,1963,234.81
Egypt,Cereals - Excluding Beer,1988,234.52
Australia,Milk - Excluding Butter,2013,234.49
Albania,Milk - Excluding Butter,1998,234.04
Slovenia,Milk - Excluding Butter,2003,233.95
Slovenia,Milk - Excluding Butter,1998,233.94
Australia,Milk - Excluding Butter,1988,233.44
Ghana,Starchy Roots,1978,233.4
Austria,Milk - Excluding Butter,2008,233.34
Haiti,Consumer food price indice,2015,232.9
Australia,Milk - Excluding Butter,1983,232.84
Turkey,Cereals - Excluding Beer,1998,232.78
United Kingdom,Milk - Excluding Butter,2013,232.2
Lesotho,Cereals - Excluding Beer,2003,232.09
Angola,Starchy Roots,1968,232.07
Bahamas,Fruits - Excluding Wine,2008,231.95
Morocco,Cereals - Excluding Beer,1983,231.76
Nigeria,Starchy Roots,2008,231.36
Egypt,Vegetables,2008,231.29
United Kingdom,Milk - Excluding Butter,1998,231.27
Liberia,Consumer food price indice,2013,231.06
Croatia,Milk - Excluding Butter,2013,231.02
Morocco,Cereals - Excluding Beer,1993,230.96
Angola,Starchy Roots,2003,230.62
Greece,Vegetables,2008,230.52
Lebanon,Fruits - Excluding Wine,1988,230.08
United Arab Emirates,Vegetables,1998,229.64
Belize,Fruits - Excluding Wine,1998,229.5
United Kingdom,Milk - Excluding Butter,1983,229.39
Nicaragua,Consumer food price indice,2017,229.372833
Turkey,Consumer food price indice,2013,229.35
Nicaragua,Consumer food price indice,2016,229.325249
Jamaica,Consumer food price indice,2013,229.3
Belarus,Milk - Excluding Butter,1993,229.22
Oman,Fruits - Excluding Wine,2013,229.22
Latvia,Milk - Excluding Butter,2008,229.08
Vanuatu,Starchy Roots,1998,229.04
Australia,Milk - Excluding Butter,2008,228.86
Uganda,Starchy Roots,1988,228.72
Liberia,Starchy Roots,1988,228.71
Uganda,Consumer food price indice,2012,228.4
Uganda,Consumer food price indice,2013,228.39
United Kingdom,Milk - Excluding Butter,1988,228.28
United Kingdom,Milk - Excluding Butter,1968,228.11
Bosnia and Herzegovina,Cereals - Excluding Beer,1983,228.03
Croatia,Cereals - Excluding Beer,1983,228.03
Montenegro,Cereals - Excluding Beer,1983,228.03
Serbia,Cereals - Excluding Beer,1983,228.03
Slovenia,Cereals - Excluding Beer,1983,228.03
Nicaragua,Consumer food price indice,2015,228
Rwanda,Starchy Roots,1993,227.99
Albania,Cereals - Excluding Beer,1978,227.84
Romania,Cereals - Excluding Beer,1968,227.53
Honduras,Consumer food price indice,2013,227.3
Italy,Milk - Excluding Butter,1978,226.82
Afghanistan,Cereals - Excluding Beer,1983,226.79
Argentina,Milk - Excluding Butter,1998,226.76
Bangladesh,Consumer food price indice,2015,226.61
Central African Republic,Starchy Roots,2013,226.54
Kuwait,Vegetables,1998,226.51
United Kingdom,Milk - Excluding Butter,1973,226.35
Turkey,Cereals - Excluding Beer,1973,226.31
Lesotho,Cereals - Excluding Beer,2013,226.02
Bosnia and Herzegovina,Cereals - Excluding Beer,1978,225.96
Croatia,Cereals - Excluding Beer,1978,225.96
Montenegro,Cereals - Excluding Beer,1978,225.96
Serbia,Cereals - Excluding Beer,1978,225.96
Slovenia,Cereals - Excluding Beer,1978,225.96
Romania,Milk - Excluding Butter,2003,225.92
Bosnia and Herzegovina,Cereals - Excluding Beer,1973,225.91
Croatia,Cereals - Excluding Beer,1973,225.91
Montenegro,Cereals - Excluding Beer,1973,225.91
Serbia,Cereals - Excluding Beer,1973,225.91
Slovenia,Cereals - Excluding Beer,1973,225.91
Iceland,Milk - Excluding Butter,2013,225.82
Austria,Milk - Excluding Butter,1968,225.7
Egypt,Cereals - Excluding Beer,1983,225.68
Denmark,Milk - Excluding Butter,1998,225.48
Sweden,Consumer food price indice,2001,225.11
Israel,Vegetables,2003,224.95
Greece,Vegetables,2013,224.39
Mauritania,Consumer food price indice,2014,224.38
Sweden,Consumer food price indice,2000,223.84
Germany,Milk - Excluding Butter,1998,223.78
Montenegro,Fruits - Excluding Wine,2008,223.69
Poland,Milk - Excluding Butter,1963,223.67
Afghanistan,Cereals - Excluding Beer,1988,223.41
Portugal,Milk - Excluding Butter,2008,223.4
Kuwait,Vegetables,2013,223.33
Denmark,Milk - Excluding Butter,1963,223.03
Tunisia,Cereals - Excluding Beer,1988,223
Morocco,Cereals - Excluding Beer,1978,222.94
Fiji,Starchy Roots,1968,222.87
Lesotho,Cereals - Excluding Beer,1998,222.86
South Korea,Vegetables,2008,222.84
Bulgaria,Cereals - Excluding Beer,1978,222.41
Germany,Milk - Excluding Butter,1993,222.25
South Korea,Cereals - Excluding Beer,1978,221.97
Algeria,Cereals - Excluding Beer,1998,221.82
United Kingdom,Milk - Excluding Butter,1978,221.77
Algeria,Cereals - Excluding Beer,2003,221.05
Pakistan,Consumer food price indice,2017,220.96
Bosnia and Herzegovina,Cereals - Excluding Beer,1998,220.73
Nigeria,Consumer food price indice,2017,220.4416957776
Latvia,Milk - Excluding Butter,2003,220.4
Czechia,Milk - Excluding Butter,1993,220.38
Croatia,Milk - Excluding Butter,2008,220.22
Ecuador,Fruits - Excluding Wine,1973,220.12
Haiti,Consumer food price indice,2014,220.1
Greece,Milk - Excluding Butter,1988,220.08
Cyprus,Fruits - Excluding Wine,1983,220.03
Angola,Starchy Roots,1998,220.02
Turkey,Cereals - Excluding Beer,1978,219.86
South Korea,Vegetables,1993,219.77
New Zealand,Milk - Excluding Butter,1978,219.5
